timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 11, 2025 @ 15:10:00.153","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:10:00.135","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:09:59.933","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:09:59.788","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:09:59.783","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:05:41.959","vic-agent","Archive tool extracted potentially malicious file","8","100150"
"Jun 11, 2025 @ 15:05:41.951","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 15:05:26.181","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:05:24.017","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 15:05:18.626","vic-agent","Wazuh agent stopped.","3","506"
"Jun 11, 2025 @ 15:05:15.677","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:05:14.460","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:04:50.303","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 15:04:49.160","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.141","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.131","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.106","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.084","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.037","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.008","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:49.007","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 15:04:48.994","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:51:13.036","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:51:02.273","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 14:50:58.147","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:50:55.888","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 14:50:52.716","vic-agent","Wazuh agent stopped.","3","506"
"Jun 11, 2025 @ 14:50:50.967","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:49:41.759","vic-agent","Service startup type was changed","3","61104"
"Jun 11, 2025 @ 14:48:38.875","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.863","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.845","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.828","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.821","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.796","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.714","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.702","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:48:38.687","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:48:38.642","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:47:36.856","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:47:36.827","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:47:34.383","vic-agent","Service startup type was changed","3","61104"
"Jun 11, 2025 @ 14:47:34.217","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:47:32.985","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:47:32.925","vic-agent","Archive or extraction tool dropped executable or script file","8","100150"
"Jun 11, 2025 @ 14:44:28.520","vic-agent","Archive or extraction tool dropped executable or script file","8","100150"
"Jun 11, 2025 @ 14:44:17.873","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 14:44:16.856","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:44:13.047","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 14:42:16.312","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:41:00.645","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 14:40:55.840","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 14:40:53.756","vic-agent","Wazuh agent stopped.","3","506"
"Jun 11, 2025 @ 14:40:49.088","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:49.074","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:49.057","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:49.042","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:49.024","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:49.011","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:49.009","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:48.982","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:48.963","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:40:48.811","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:40:48.664","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:39:47.946","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.930","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.913","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.897","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.883","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.868","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.851","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.834","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.799","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:39:47.755","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:34:49.751","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:34:48.787","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:34:48.730","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:33:25.762","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:33:25.717","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:31:51.352","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.351","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.332","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.319","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.317","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.316","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.291","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.269","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.258","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:31:51.184","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:27:40.854","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:27:18.453","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 14:27:14.103","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:27:11.643","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 14:27:09.375","vic-agent","Wazuh agent stopped.","3","506"
"Jun 11, 2025 @ 14:23:22.269","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:22:59.764","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 14:22:54.906","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 14:22:52.523","vic-agent","Wazuh agent stopped.","3","506"
"Jun 11, 2025 @ 14:21:41.893","vic-agent","Windows User Logoff","3","60137"
"Jun 11, 2025 @ 14:21:34.628","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:21:34.445","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.430","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.414","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.398","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.383","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.359","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.343","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.324","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:34.322","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:21:18.988","vic-agent","System time changed","5","60132"
"Jun 11, 2025 @ 14:21:18.955","vic-agent","Service startup type was changed","3","61104"
"Jun 11, 2025 @ 14:21:18.953","vic-agent","System time changed","5","60132"
"Jun 11, 2025 @ 14:21:16.627","vic-agent","Service startup type was changed","3","61104"
"Jun 11, 2025 @ 14:20:36.681","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:20:07.918","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:19:08.639","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 14:18:34.521","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:18:34.487","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:18:20.011","vic-agent","A network share was accessed.","3","67017"
"Jun 11, 2025 @ 14:11:47.896","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.876","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.849","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.815","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.785","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.754","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.722","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.705","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.681","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.650","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.617","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.586","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.554","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.525","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.493","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.456","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.425","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.404","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.383","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.353","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.334","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.295","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.277","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.234","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.206","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:47.203","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 14:11:42.830","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.791","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.774","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.759","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.731","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.707","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.691","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.687","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.685","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 14:11:42.593","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:07:50.005","vic-agent","Powershell process created an executable file in Windows root folder","9","92205"
"Jun 11, 2025 @ 14:07:41.613","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:07:41.570","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:07:39.350","vic-agent","Wazuh agent started.","3","503"
"Jun 11, 2025 @ 14:07:35.231","vic-agent","Wazuh agent stopped.","3","506"
"Jun 11, 2025 @ 14:05:36.516","vic-agent","Logon Failure - Unknown user or bad password","5","60122"
"Jun 11, 2025 @ 14:05:36.504","vic-agent","A network share was accessed.","3","67017"
"Jun 11, 2025 @ 14:05:36.503","vic-agent","A network share was accessed.","3","67017"
"Jun 11, 2025 @ 14:05:36.411","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:05:34.647","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 14:05:34.578","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:56:03.749","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:51:33.189","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 13:51:33.131","vic-agent","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 11, 2025 @ 13:37:47.057","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:37:47.020","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:47.019","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.978","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.962","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.962","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.927","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.910","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.910","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:37:46.892","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:33:23.576","vic-agent","The VSS service is shutting down due to idle timeout.","5","60702"
"Jun 11, 2025 @ 13:31:06.206","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:31:06.130","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:06.099","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:06.064","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:06.046","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:06.024","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:05.983","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:05.967","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:05.966","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:31:05.955","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 13:30:55.124","vic-agent","Service startup type was changed","3","61104"
"Jun 11, 2025 @ 13:30:24.016","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:30:23.844","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:28:54.835","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:28:50.370","vic-agent","Service startup type was changed","3","61104"
"Jun 11, 2025 @ 13:28:49.779","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:26:07.075","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:26:04.117","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:25:06.223","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:25:03.465","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:20:07.967","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:20:07.921","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 13:14:50.158","vic-agent","Wazuh agent disconnected.","3","504"
"Jun 11, 2025 @ 12:47:29.049","vic-agent","Software protection service scheduled successfully.","3","60642"
"Jun 11, 2025 @ 12:46:57.708","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 12:46:02.393","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 12:45:00.314","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:45:00.287","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:45:00.260","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:45:00.259","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:58.103","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:58.070","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:58.045","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:58.045","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:55.838","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:54.772","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:54.772","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:53.768","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:53.708","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:52.212","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:51.253","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:51.221","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:51.191","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:51.187","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:20.662","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:20.637","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:20.624","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:20.623","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:18.786","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:18.782","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:17.327","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:44:17.281","vic-agent","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 11, 2025 @ 12:38:50.004","vic-agent","Software protection service scheduled successfully.","3","60642"
"Jun 11, 2025 @ 12:38:19.090","vic-agent","Software protection service scheduled successfully.","3","60642"
"Jun 11, 2025 @ 12:37:46.073","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 12:37:45.242","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.205","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.183","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.165","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.139","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.099","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.099","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.075","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:45.053","vic-agent","Executable dropped in Windows root folder","6","92217"
"Jun 11, 2025 @ 12:37:44.974","vic-agent","Windows Logon Success","3","60106"
"Jun 11, 2025 @ 12:37:44.888","vic-agent","Windows Logon Success","3","60106"
