timestamp,agent.name,rule.description,rule.level,rule.id
"May 29, 2025 @ 11:01:02.650","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 11:01:02.052","DESKTOP-3LB6CRU","Application installed Python 3.13.3 Documentation (64-bit), 3.13.3150.0, 1033, 0, Python Software Foundation.","3","60612"
"May 29, 2025 @ 11:01:01.975","DESKTOP-3LB6CRU","Application installed Product: Python 3.13.3 Documentation (64-bit) -- Installation completed successfully..","3","60612"
"May 29, 2025 @ 11:01:01.296","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:01:01.240","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.877","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.873","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.857","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.815","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.787","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.786","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.750","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.737","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.737","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.722","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.694","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.694","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:55.674","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:48.100","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 11:00:48.063","DESKTOP-3LB6CRU","Application installed Python 3.13.3 Test Suite (64-bit), 3.13.3150.0, 1033, 0, Python Software Foundation.","3","60612"
"May 29, 2025 @ 11:00:48.018","DESKTOP-3LB6CRU","Application installed Product: Python 3.13.3 Test Suite (64-bit) -- Installation completed successfully..","3","60612"
"May 29, 2025 @ 11:00:32.655","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:10.758","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 11:00:10.343","DESKTOP-3LB6CRU","Application installed Python 3.13.3 Standard Library (64-bit), 3.13.3150.0, 1033, 0, Python Software Foundation.","3","60612"
"May 29, 2025 @ 11:00:10.300","DESKTOP-3LB6CRU","Application installed Product: Python 3.13.3 Standard Library (64-bit) -- Installation completed successfully..","3","60612"
"May 29, 2025 @ 11:00:10.273","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:10.273","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:10.256","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 11:00:06.028","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:59:52.174","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 10:59:52.074","DESKTOP-3LB6CRU","Application installed Python 3.13.3 Development Libraries (64-bit), 3.13.3150.0, 1033, 0, Python Software Foundation.","3","60612"
"May 29, 2025 @ 10:59:52.073","DESKTOP-3LB6CRU","Application installed Product: Python 3.13.3 Development Libraries (64-bit) -- Installation completed successfully..","3","60612"
"May 29, 2025 @ 10:59:48.217","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:59:47.696","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:59:46.729","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:59:46.672","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:59:45.496","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 10:59:45.494","DESKTOP-3LB6CRU","Application installed Python 3.13.3 Executables (64-bit), 3.13.3150.0, 1033, 0, Python Software Foundation.","3","60612"
"May 29, 2025 @ 10:59:45.493","DESKTOP-3LB6CRU","Application installed Product: Python 3.13.3 Executables (64-bit) -- Installation completed successfully..","3","60612"
"May 29, 2025 @ 10:59:45.488","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 10:59:45.483","DESKTOP-3LB6CRU","Application installed Product: Python 3.13.3 Core Interpreter (64-bit) -- Installation completed successfully..","3","60612"
"May 29, 2025 @ 10:59:45.483","DESKTOP-3LB6CRU","Application installed Python 3.13.3 Core Interpreter (64-bit), 3.13.3150.0, 1033, 0, Python Software Foundation.","3","60612"
"May 29, 2025 @ 10:59:45.482","DESKTOP-3LB6CRU","Windows installer began an installation process.","3","60610"
"May 29, 2025 @ 10:56:05.586","DESKTOP-3LB6CRU","Executable file created by powershell: C:\\Users\\windows\\Downloads\\eicar.com","6","92203"
"May 29, 2025 @ 10:56:04.286","DESKTOP-3LB6CRU","SCA summary: CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Score less than 50% (30)","7","19004"
"May 29, 2025 @ 10:55:46.193","DESKTOP-3LB6CRU","CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled'.: Status changed from 'not applicable' to passed","3","19015"
"May 29, 2025 @ 10:55:31.925","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:55:27.029","DESKTOP-3LB6CRU","Wazuh agent started.","3","503"
"May 29, 2025 @ 10:55:21.556","DESKTOP-3LB6CRU","Wazuh agent stopped.","3","506"
"May 29, 2025 @ 10:44:51.015","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:38:09.626","DESKTOP-3LB6CRU","Software protection service scheduled successfully.","3","60642"
"May 29, 2025 @ 10:33:35.194","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:35.152","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:35.119","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:35.091","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:35.060","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:35.026","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.997","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.975","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.959","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.930","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.903","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.884","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.864","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.847","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.809","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.779","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.761","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:34.760","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.398","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.340","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.306","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.306","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.258","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.237","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.236","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:32.201","DESKTOP-3LB6CRU","Executable file dropped in folder commonly used by malware","15","92213"
"May 29, 2025 @ 10:33:03.796","DESKTOP-3LB6CRU","System time changed","5","60132"
"May 29, 2025 @ 10:33:03.796","DESKTOP-3LB6CRU","System time changed","5","60132"
"May 29, 2025 @ 10:33:03.761","DESKTOP-3LB6CRU","System time changed","5","60132"
"May 29, 2025 @ 10:32:45.912","DESKTOP-3LB6CRU","The database engine attached a database.","3","60798"
"May 29, 2025 @ 10:32:44.449","DESKTOP-3LB6CRU","The database engine has completed recovery steps.","3","60809"
"May 29, 2025 @ 10:32:43.257","DESKTOP-3LB6CRU","The database engine is replaying log file C:\Winnt\system32\wins\j50.log.","3","60808"
"May 29, 2025 @ 10:32:42.840","DESKTOP-3LB6CRU","The database engine is initiating recovery steps.","3","60807"
"May 29, 2025 @ 10:32:42.341","DESKTOP-3LB6CRU","The database engine is starting a new instance.","3","60805"
"May 29, 2025 @ 10:17:52.164","DESKTOP-3LB6CRU","Software protection service scheduled successfully.","3","60642"
"May 29, 2025 @ 10:17:00.109","DESKTOP-3LB6CRU","CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled'.","3","19009"
"May 29, 2025 @ 10:15:49.876","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:49.875","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:38.132","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:38.131","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:36.428","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:36.401","DESKTOP-3LB6CRU","Powershell was used to delete files or directories","3","92021"
"May 29, 2025 @ 10:15:26.881","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:20.962","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:15:20.929","DESKTOP-3LB6CRU","Powershell was used to delete files or directories","3","92021"
"May 29, 2025 @ 10:15:15.764","DESKTOP-3LB6CRU","Powershell process created an executable file in Windows root folder","9","92205"
"May 29, 2025 @ 10:13:43.880","DESKTOP-3LB6CRU","Software protection service scheduled successfully.","3","60642"
"May 29, 2025 @ 10:12:36.757","DESKTOP-3LB6CRU","Executable dropped in Windows root folder","6","92217"
"May 29, 2025 @ 10:11:58.487","DESKTOP-3LB6CRU","Software protection service scheduled successfully.","3","60642"
"May 29, 2025 @ 10:11:09.333","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:11:09.287","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:10:44.684","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:10:44.652","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:10:36.299","DESKTOP-3LB6CRU","CIS Microsoft Windows 10 Enterprise Benchmark v1.12.0: Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled'.","3","19009"
"May 29, 2025 @ 10:10:13.926","DESKTOP-3LB6CRU","Software protection service scheduled successfully.","3","60642"
"May 29, 2025 @ 10:09:44.330","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:44.286","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:44.256","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:44.256","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.771","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.752","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.737","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.692","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.664","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.628","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.600","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.567","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.532","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.502","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.501","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.477","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.416","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.349","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.328","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.297","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.297","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.255","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.230","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.230","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:43.197","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.196","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.176","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.147","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.116","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.086","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.056","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:39.024","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:38.992","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:38.959","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:38.929","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:38.869","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:38.833","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:38.817","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.467","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.450","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.415","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.389","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.360","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.323","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.307","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.270","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.233","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.216","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.182","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.164","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.140","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.115","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.094","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.057","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.056","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:16.014","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.340","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.308","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.280","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.248","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.223","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.186","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.150","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.135","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.103","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.086","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.059","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.037","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
"May 29, 2025 @ 10:09:15.032","DESKTOP-3LB6CRU","Scripting file created under Windows Temp or User folder","6","92200"
